1.331133459120568796e+00,1.125350727718017030e+00,1.051212804428823588e+00
1.373671721345649521e+00,1.008120328969154711e+00,1.059656548060865511e+00
1.304692453116184092e+00,8.027991994711097812e-01,1.037151234311087356e+00
1.291883338640795520e+00,9.517279937624898434e-01,1.011533999405241246e+00
1.287802962892583780e+00,1.086201177225894154e+00,1.016240825094723688e+00
1.314234144869609988e+00,1.110354396474376282e+00,1.021877554671015043e+00
1.350276120066673302e+00,8.463524074292536614e-01,1.048335205843056173e+00
1.314254509018508932e+00,1.111723716414974028e+00,1.022836076067966671e+00
1.345290904660113362e+00,1.138320392779549772e+00,1.068844643843092079e+00
1.332832384416368754e+00,1.123136771910948406e+00,1.059027844670051177e+00
