1.398863494955536080e+00,1.189708300990097944e+00,1.020425135379725567e+00
1.346632858895526086e+00,9.902275076740802984e-01,1.013378073514255018e+00
1.348911112899906506e+00,1.021915045261520216e+00,1.014113974499330162e+00
1.351624346824215950e+00,1.005140144245427969e+00,1.009899152096704222e+00
1.434673262396861881e+00,1.071576495862631484e+00,1.040967693389502680e+00
1.399592817570147085e+00,1.165289670487426488e+00,1.023251609262570971e+00
1.385359766384397062e+00,1.156399747037950787e+00,1.033961901630946256e+00
1.408087566443925409e+00,1.171635339028161304e+00,1.028278305324596742e+00
1.423105921693063491e+00,1.193509292171115677e+00,1.022867782184682328e+00
1.349784795703240725e+00,1.136847613712624439e+00,1.013690535852576957e+00
