1.314209784425869554e+00,9.579078792350342875e-01,7.411359289806775941e-01
1.357114702524257366e+00,9.848836419127265929e-01,7.611020049779754215e-01
1.288647386374654147e+00,9.392523651217761227e-01,7.473724017593101898e-01
1.276834592288109915e+00,9.171806551514355421e-01,7.039138727230456194e-01
1.262151869314569241e+00,9.269458903867143773e-01,7.193167192904638130e-01
1.296501622533865916e+00,1.203534163051687811e+00,7.350397257607044210e-01
1.334757520900324845e+00,1.041484185061525736e+00,7.384781602251037080e-01
1.296246387135348455e+00,9.531291564131629812e-01,7.186492250539282534e-01
1.326913181011373899e+00,1.052865835867108579e+00,7.551614225545926207e-01
1.314396886590389668e+00,9.616348921753232748e-01,7.554585771733284272e-01
