1.316427979622510014e+00,9.780591430092672178e-01,7.864600220545906462e-01
1.359433575455818222e+00,1.008697505660536953e+00,8.107040151754631996e-01
1.290215332488511946e+00,9.545580243812246124e-01,7.813569309169339228e-01
1.278771890455221660e+00,9.334869430250882782e-01,7.390677138341903429e-01
1.263787293744591755e+00,9.430916213540828652e-01,7.563921023092686768e-01
1.297158480921621448e+00,1.041720653649271133e+00,7.511656719160206830e-01
1.336270200980262501e+00,1.053274751849194724e+00,7.661729611544149110e-01
1.299563538508534233e+00,9.807434724817470917e-01,7.796661503873318910e-01
1.329674635843904440e+00,1.066708330809819083e+00,7.909314522671856418e-01
1.314302227298662196e+00,9.694693719196456616e-01,7.714269524154767632e-01
